id,Target,Flow(Fij + Fji)
NL,ML,575
NL,SO,4
NL,AZ,378
NL,KE,3881
NL,SN,581
NL,NP,257
NL,PH,5731
NL,LB,440
NL,CO,1091
NL,MW,35
NL,BJ,383
NL,ZM,45
NL,GE,164
NL,MG,123
NL,MZ,202
NL,BI,45
NL,LK,180
NL,ZW,92
NL,RW,357
NL,SL,443
NL,AM,421
NL,TJ,1407
NL,TG,717
NL,DO,107
NL,HT,113
NL,KG,268
NL,GT,238
NL,CG,28
NL,CL,26
NL,PE,2212
NL,LR,260
NL,EC,1274
NL,LA,25
NL,PA,3
NL,HN,255
NL,KH,1940
NL,BO,868
NL,CR,205
NL,MN,398
NL,PY,361
NL,NI,1265
NL,SV,2124
NL,LS,10
NL,SR,17
NL,BZ,1
NL,TL,67
NL,SB,13
NL,WS,304
NO,CN,1
NO,IN,153
NO,UA,77
NO,TR,12
NO,US,34
NO,EG,21
NO,PK,399
NO,NG,152
NO,BR,4
NO,BG,2
NO,IQ,79
NO,BA,1
NO,ID,102
NO,MD,5
NO,CD,64
NO,AF,36
NO,ZA,6
NO,MX,190
NO,CI,3
NO,IL,7
NO,MM,14
NO,YE,88
NO,VN,252
NO,TZ,218
NO,BF,34
NO,AL,39
NO,AZ,153
NO,NP,55
NO,SO,1
NO,CM,60
NO,JO,162
NO,GH,294
NO,UG,666
NO,KE,1493
NO,ML,157
NO,PH,3457
NO,LK,5
NO,SN,146
NO,LB,233
NO,MW,8
NO,CO,541
NO,GE,133
NO,ZM,16
NO,MG,54
NO,MZ,72
NO,BJ,96
NO,TJ,525
NO,BI,28
NO,KG,156
NO,AM,230
NO,ZW,57
NO,HT,29
NO,RW,205
NO,DO,51
NO,TG,194
NO,GT,125
NO,SL,203
NO,PE,1153
NO,CL,17
NO,CG,19
NO,EC,332
NO,LA,17
NO,KH,937
NO,PA,1
NO,LR,153
NO,HN,183
NO,MN,168
NO,BO,381
NO,CR,59
NO,NI,514
NO,SV,808
NO,PY,236
NO,LS,28
NO,SR,1
NO,TL,69
NO,BZ,4
NO,SB,10
NO,WS,220
NP,PH,7
NP,KH,2
NP,KE,2
NP,GH,1
NP,EC,1
NP,PY,1
NZ,IN,43
NZ,ID,88
NZ,BR,1
NZ,US,4
NZ,TH,1
NZ,MX,51
NZ,VN,102
NZ,PH,648
NZ,PK,124
NZ,NG,42
NZ,ZA,1
NZ,MM,12
NZ,EG,5
NZ,CD,14
NZ,TR,6
NZ,TZ,29
NZ,AF,2
NZ,NP,7
NZ,CL,7
NZ,CO,109
NZ,MZ,27
NZ,MG,23
NZ,PE,215
NZ,IQ,9
NZ,UA,12
NZ,CI,1
NZ,ZM,2
NZ,SO,1
NZ,KE,511
NZ,MW,6
NZ,UG,183
NZ,YE,17
NZ,GT,32
NZ,KH,309
NZ,CM,14
NZ,EC,66
NZ,ZW,24
NZ,GH,40
NZ,BF,6
NZ,LA,9
NZ,BI,4
NZ,BO,80
NZ,DO,11
NZ,HT,16
NZ,ML,26
NZ,HN,44
NZ,SB,3
NZ,SN,26
NZ,RW,76
NZ,PY,64
NZ,BJ,17
NZ,CR,16
NZ,CG,2
NZ,AZ,34
NZ,NI,96
NZ,TL,25
NZ,JO,30
NZ,TJ,106
NZ,SV,181
NZ,KG,33
NZ,TG,37
NZ,LS,2
NZ,SL,43
NZ,MN,25
NZ,LB,47
NZ,LR,35
NZ,MD,6
NZ,GE,19
NZ,WS,236
NZ,AM,44
NZ,AL,14
NZ,SR,1
NZ,BZ,5
OM,IN,6
OM,PK,383
OM,TR,1
OM,AF,22
OM,IQ,44
OM,ID,11
OM,YE,56
OM,NP,1
OM,NG,12
OM,UA,1
OM,MM,6
OM,TZ,12
OM,VN,8
OM,CD,3
OM,KE,113
OM,UG,34
OM,IL,1
OM,AZ,19
OM,PH,60
OM,TJ,119
OM,JO,96
OM,CM,5
OM,MZ,5
OM,ZW,1
OM,AM,1
OM,GE,4
OM,KG,50
OM,BI,5
OM,RW,23
OM,LB,187
OM,GH,31
OM,MX,20
OM,BF,5
OM,KH,81
OM,BA,1
OM,ML,32
OM,BJ,18
OM,CO,20
OM,AL,3
OM,SN,21
OM,CG,3
OM,TG,11
OM,CL,1
OM,PE,39
OM,MN,18
OM,SL,33
OM,LR,4
OM,EC,11
OM,DO,9
OM,GT,26
OM,BO,19
OM,HN,9
OM,PY,17
OM,CR,2
OM,TL,1
OM,SV,30
OM,NI,32
OM,WS,16
PA,CO,4
PA,EC,1
PA,GT,1
PA,NI,9
PA,PE,6
PA,SV,9
PA,NG,1
PA,BO,1
PA,PK,3
PA,GH,1
PA,SN,1
PA,VN,1
PA,ML,2
PA,UG,2
PA,PH,14
PA,MZ,1
PA,TG,1
PA,RW,3
PA,KH,1
PA,TJ,1
PA,KG,1
PE,PY,2
PE,SV,2
PE,PK,6
PE,SN,1
PE,UG,1
PE,ML,1
PE,MZ,1
PE,IQ,1
PE,PH,14
PE,VN,6
PE,LR,1
PE,RW,2
PE,GE,1
PG,PE,1
PH,VN,32
PH,PK,13
PH,IQ,1
PH,TZ,10
PH,YE,1
PH,MG,1
PH,CD,29
PH,UG,9
PH,ZA,42
PH,MZ,2
PH,TJ,4
PH,TL,1
PH,ZW,1
PH,BF,1
PH,RW,19
PH,BJ,1
PH,GE,1
PH,SN,6
PH,HT,1
PH,TG,3
PH,SL,75
PH,SV,17
PH,PY,3
PH,LR,28
PH,WS,6
PK,TJ,7
PK,IQ,2
PK,YE,4
PK,GH,1
PK,SL,1
PK,BO,1
PK,HN,1
PK,NI,1
PL,UA,5
PL,IN,7
PL,US,1
PL,PK,15
PL,IQ,1
PL,NG,9
PL,BR,1
PL,ID,4
PL,AL,3
PL,CD,5
PL,AZ,4
PL,JO,4
PL,YE,5
PL,MM,1
PL,TZ,8
PL,VN,9
PL,MX,10
PL,ZA,1
PL,GH,6
PL,BF,3
PL,CM,3
PL,GE,4
PL,UG,52
PL,KE,113
PL,LB,69
PL,PH,130
PL,NP,47
PL,ML,17
PL,AM,10
PL,BJ,1
PL,SN,7
PL,MW,1
PL,MZ,3
PL,CO,26
PL,MG,6
PL,TJ,56
PL,KG,9
PL,RW,16
PL,ZW,7
PL,TG,11
PL,SL,6
PL,DO,2
PL,PE,41
PL,GT,8
PL,KH,49
PL,EC,11
PL,LR,9
PL,MN,5
PL,HN,20
PL,BO,17
PL,CR,2
PL,NI,22
PL,PY,17
PL,SV,103
PL,LS,2
PL,TL,2
PL,WS,3
PT,IN,18
PT,NG,29
PT,EG,2
PT,US,16
PT,TR,3
PT,UA,13
PT,CD,9
PT,BF,2
PT,PK,79
PT,ML,23
PT,IQ,8
PT,SN,29
PT,ID,19
PT,GH,57
PT,ZA,1
PT,CM,8
PT,MX,58
PT,AF,3
PT,TZ,44
PT,YE,10
PT,TH,2
PT,UG,111
PT,KE,287
PT,BJ,32
PT,CO,75
PT,IL,7
PT,MM,6
PT,MW,1
PT,VN,51
PT,SL,39
PT,NP,4
PT,MD,2
PT,AL,10
PT,TG,43
PT,ZM,3
PT,JO,47
PT,MG,9
PT,AZ,23
PT,BI,5
PT,ZW,7
PT,LR,28
PT,DO,8
PT,HT,7
PT,PH,1426
PT,RW,61
PT,LB,99
PT,MZ,185
PT,GT,24
PT,CL,5
PT,PE,414
PT,EC,214
PT,GE,47
PT,TJ,171
PT,HN,30
PT,KG,36
PT,BO,83
PT,AM,96
PT,CR,8
PT,LA,3
PT,KH,267
PT,NI,96
PT,PY,118
PT,SV,198
PT,LS,1
PT,MN,25
PT,BT,1
PT,BZ,1
PT,TL,85
PT,WS,30
PY,BO,1
QA,IQ,1
QA,PK,7
QA,EG,2
QA,TR,1
QA,YE,4
QA,AF,2
QA,NG,3
QA,ID,3
QA,TZ,1
QA,CD,1
QA,JO,3
QA,US,1
QA,NP,1
QA,KE,29
QA,UG,11
QA,VN,3
QA,TJ,6
QA,LB,11
QA,CM,1
QA,PH,50
QA,RW,1
QA,KG,1
QA,GH,3
QA,MX,2
QA,ML,3
QA,BJ,1
QA,KH,14
QA,CO,2
QA,AL,2
QA,TG,4
QA,SL,3
QA,PE,5
QA,DO,1
QA,GT,3
QA,HN,1
QA,BO,4
QA,PY,1
QA,SV,1
QA,NI,4
QA,CR,2
RO,UA,3
RO,MD,1
RO,PK,2
RO,NG,1
RO,AL,1
RO,LB,3
RO,AZ,2
RO,YE,1
RO,TZ,1
RO,UG,12
RO,CM,1
RO,KE,26
RO,MX,2
RO,GH,3
RO,AM,6
RO,ML,1
RO,PH,33
RO,TJ,6
RO,MZ,1
RO,SN,3
RO,RW,4
RO,KG,2
RO,ZW,1
RO,CO,6
RO,TG,2
RO,SL,2
RO,LR,1
RO,PE,8
RO,KH,19
RO,EC,2
RO,MN,2
RO,BO,3
RO,HN,4
RO,NI,2
RO,SV,3
RO,PY,3
RO,TL,1
RO,WS,2
RS,PK,1
RS,NG,2
RS,US,1
RS,ID,1
RS,LB,2
RS,UG,1
RS,AZ,1
RS,KE,6
RS,MX,3
RS,NP,1
RS,ML,3
RS,AM,1
RS,PH,10
RS,SN,2
RS,TJ,1
RS,CO,1
RS,RW,1
RS,MW,1
RS,MZ,4
RS,KG,1
RS,TG,3
RS,SL,1
RS,PE,8
RS,BO,2
RS,PY,1
RS,NI,3
RS,SV,4
RS,SB,1
RS,WS,1
RU,IN,2
RU,UA,18
RU,PK,4
RU,US,1
RU,NG,2
RU,ID,1
RU,MD,1
RU,AZ,3
RU,JO,2
RU,VN,5
RU,YE,3
RU,MX,1
RU,TZ,2
RU,GE,4
RU,PH,20
RU,LB,3
RU,KE,16
RU,TJ,5
RU,UG,10
RU,AM,19
RU,KG,4
RU,MZ,2
RU,CO,6
RU,ZM,1
RU,RW,2
RU,BJ,2
RU,ZW,2
RU,TG,1
RU,KH,12
RU,PE,3
RU,GT,1
RU,DO,1
RU,MN,2
RU,LR,1
RU,EC,6
RU,HN,3
RU,BO,9
RU,CR,1
RU,PY,2
RU,SV,7
RU,NI,6
RU,WS,8
RW,UG,3
RW,TJ,1
RW,KH,1
RW,NI,1
SA,IN,10
SA,IQ,6
SA,EG,12
SA,TR,3
SA,YE,24
SA,PK,185
SA,UA,1
SA,TZ,2
SA,NG,30
SA,UG,11
SA,ID,27
SA,KE,50
SA,JO,64
SA,AZ,3
SA,US,2
SA,VN,2
SA,BR,1
SA,LB,21
SA,MG,2
SA,RW,2
SA,CM,4
SA,BI,1
SA,MW,2
SA,PH,59
SA,GH,3
SA,ZM,1
SA,MZ,3
SA,AM,7
SA,MX,3
SA,TJ,112
SA,ML,4
SA,KG,11
SA,SN,2
SA,AL,2
SA,KH,11
SA,TG,3
SA,LA,1
SA,CO,11
SA,SL,1
SA,PE,11
SA,LR,5
SA,EC,2
SA,GT,2
SA,HN,3
SA,PY,7
SA,NI,6
SA,SV,11
SA,SB,1
SA,WS,1
SC,KH,2
SC,TJ,1
SC,GE,1
SD,PH,1
SD,PE,1
SE,CN,2
SE,IN,160
SE,UA,89
SE,TR,23
SE,EG,27
SE,US,27
SE,PK,493
SE,BR,1
SE,BG,1
SE,NG,295
SE,IQ,80
SE,ID,150
SE,BA,3
SE,MD,17
SE,TH,2
SE,AF,56
SE,CD,125
SE,IL,11
SE,CI,3
SE,MX,226
SE,MM,24
SE,YE,71
SE,NP,24
SE,ZA,12
SE,AZ,175
SE,VN,343
SE,AL,46
SE,TZ,295
SE,JO,135
SE,LK,2
SE,BF,56
SE,CM,61
SE,SO,2
SE,PH,3137
SE,UG,974
SE,GH,529
SE,KE,4368
SE,LB,328
SE,GE,118
SE,MW,8
SE,ML,372
SE,CO,389
SE,SN,358
SE,MG,44
SE,TJ,581
SE,ZM,18
SE,AM,207
SE,MZ,107
SE,KG,260
SE,BJ,171
SE,BI,76
SE,ZW,96
SE,RW,369
SE,HT,43
SE,TG,315
SE,GT,150
SE,DO,86
SE,PE,1287
SE,SL,452
SE,CL,26
SE,LA,24
SE,KH,1158
SE,CG,47
SE,EC,452
SE,LR,220
SE,PA,2
SE,HN,165
SE,MN,232
SE,BO,529
SE,CR,63
SE,SV,555
SE,NI,684
SE,PY,283
SE,LS,6
SE,SR,2
SE,TL,65
SE,BZ,2
SE,SB,9
SE,WS,170
SG,ID,54
SG,IN,26
SG,VN,59
SG,TH,19
SG,MM,3
SG,PH,791
SG,KH,268
SG,PK,74
SG,NP,3
SG,LA,6
SG,EG,2
SG,US,2
SG,AF,2
SG,ZA,1
SG,TR,2
SG,BR,1
SG,NG,44
SG,TZ,12
SG,CD,8
SG,IQ,6
SG,YE,5
SG,UA,6
SG,MG,10
SG,KE,241
SG,UG,68
SG,MX,12
SG,MW,2
SG,MZ,17
SG,ZW,11
SG,CM,10
SG,BI,2
SG,AZ,11
SG,TJ,84
SG,KG,19
SG,TL,12
SG,GH,28
SG,JO,8
SG,RW,22
SG,BF,9
SG,MN,17
SG,ML,22
SG,CO,44
SG,BJ,6
SG,SN,12
SG,GE,5
SG,LB,31
SG,CG,4
SG,PE,93
SG,GT,7
SG,AM,14
SG,TG,31
SG,LS,1
SG,AL,2
SG,DO,4
SG,SL,23
SG,HT,8
SG,EC,31
SG,BO,16
SG,HN,19
SG,LR,23
SG,PY,22
SG,CR,4
SG,NI,55
SG,SV,89
SG,WS,32
SI,IN,2
SI,UA,1
SI,EG,1
SI,NG,3
SI,US,1
SI,PK,6
SI,CD,1
SI,JO,1
SI,TZ,4
SI,GH,3
SI,MX,3
SI,AZ,2
SI,UG,10
SI,CM,2
SI,LB,4
SI,ZA,1
SI,VN,3
SI,KE,28
SI,ML,4
SI,SN,3
SI,GE,1
SI,BJ,1
SI,PH,42
SI,MZ,1
SI,CO,4
SI,AM,2
SI,RW,5
SI,TJ,10
SI,TG,4
SI,KG,2
SI,SL,6
SI,PE,12
SI,GT,2
SI,LR,5
SI,KH,7
SI,EC,6
SI,HN,2
SI,BO,4
SI,MN,1
SI,PA,1
SI,SV,8
SI,NI,9
SI,PY,10
SI,SB,1
SI,WS,1
SK,UA,2
SK,IN,2
SK,NG,2
SK,PK,13
SK,IQ,2
SK,AL,2
SK,ID,1
SK,JO,1
SK,TZ,1
SK,AZ,2
SK,YE,3
SK,MX,2
SK,BF,1
SK,GH,2
SK,TH,1
SK,VN,4
SK,UG,12
SK,LB,6
SK,CM,3
SK,KE,35
SK,ML,3
SK,SN,1
SK,PH,59
SK,AM,5
SK,MZ,2
SK,CO,15
SK,MG,4
SK,TJ,14
SK,TG,2
SK,BI,2
SK,KG,3
SK,SL,2
SK,GT,1
SK,LR,1
SK,CG,1
SK,HT,1
SK,PE,19
SK,KH,10
SK,CL,1
SK,EC,8
SK,HN,3
SK,MN,3
SK,BO,10
SK,NI,5
SK,SV,12
SK,PY,13
SK,LS,1
SK,WS,5
SL,UG,2
SM,NG,1
SM,KE,1
SM,UG,1
SM,TZ,1
SM,GH,1
SM,LB,1
SM,PH,2
SM,KG,1
SN,RW,2
SO,TL,1
SR,PH,2
SV,RW,2
SY,LB,15
SY,JO,4
SY,PK,2
SY,NG,2
SY,ID,1
SY,KE,2
SY,PH,1
SY,TJ,1
SY,MX,1
SY,MG,1
SY,CO,1
SY,PY,1
SY,CR,1
SZ,MZ,1
SZ,ZM,1
SZ,NG,2
SZ,TZ,5
SZ,KE,1
SZ,MG,3
SZ,UG,1
SZ,YE,1
SZ,PH,1
SZ,BF,1
SZ,MX,2
SZ,ML,1
SZ,SN,1
SZ,KH,1
SZ,SL,2
SZ,BO,1
SZ,HN,1
SZ,SV,1
SZ,WS,2
TH,MM,2
TH,IN,25
TH,VN,58
TH,LA,3
TH,KH,336
TH,PH,174
TH,PK,226
TH,NP,9
TH,AF,2
TH,EG,1
TH,TR,1
TH,NG,6
TH,CD,1
TH,TZ,10
TH,US,76
TH,YE,2
TH,UA,3
TH,MG,2
TH,MX,4
TH,KE,206
TH,UG,73
TH,MZ,11
TH,TJ,53
TH,ZW,2
TH,AZ,8
TH,KG,37
TH,BI,2
TH,MN,8
TH,GH,17
TH,CM,37
TH,BF,5
TH,SN,1
TH,JO,97
TH,ML,12
TH,RW,103
TH,TL,3
TH,MD,1
TH,CO,117
TH,LB,76
TH,BJ,19
TH,GT,4
TH,TG,10
TH,PE,35
TH,GE,103
TH,DO,1
TH,SL,4
TH,AM,72
TH,LR,2
TH,EC,29
TH,BO,93
TH,HN,174
TH,NI,52
TH,SV,100
TH,PY,119
TH,WS,5
TL,KH,1
TL,TJ,1
TL,NI,1
TN,PK,1
TN,UG,2
TN,KE,3
TN,JO,3
TN,SN,1
TN,LB,1
TN,PH,1
TN,RW,1
TN,MZ,2
TN,TJ,1
TN,BO,1
TR,UA,2
TR,IQ,2
TR,JO,1
TR,PK,13
TR,NG,3
TR,AZ,9
TR,CD,1
TR,YE,2
TR,GE,4
TR,BA,1
TR,AM,8
TR,KE,12
TR,VN,1
TR,UG,11
TR,TZ,19
TR,MM,1
TR,NP,1
TR,US,916
TR,CM,2
TR,GH,3
TR,CI,2
TR,BF,5
TR,PH,42
TR,ML,2
TR,MZ,1
TR,TJ,17
TR,RW,2
TR,BJ,1
TR,SN,2
TR,KG,3
TR,CO,3
TR,SL,3
TR,TG,29
TR,LA,1
TR,GT,1
TR,LR,3
TR,PE,28
TR,DO,2
TR,HN,1
TR,BO,4
TR,PY,1
TR,LS,1
TR,NI,3
TR,SV,15
TT,MX,1
TT,HT,1
TT,PE,1
TT,GT,1
TT,BO,3
TT,NI,1
TT,SV,1
TT,GH,1
TT,KE,1
TT,UG,1
TT,PH,5
TT,SL,2
TT,YE,1
TT,TG,2
TT,TJ,1
TT,GE,1
TT,WS,1
TW,IN,73
TW,PH,485
TW,ID,30
TW,VN,47
TW,MM,8
TW,PK,148
TW,NP,1
TW,LA,2
TW,AF,2
TW,US,21
TW,TR,2
TW,EG,3
TW,KH,290
TW,NG,18
TW,BR,1
TW,UA,7
TW,IQ,12
TW,TZ,17
TW,ZA,5
TW,CD,31
TW,MX,133
TW,MN,18
TW,YE,29
TW,MG,11
TW,UG,115
TW,MW,1
TW,KG,18
TW,KE,655
TW,MZ,10
TW,AZ,11
TW,CM,3
TW,TJ,183
TW,ZM,2
TW,ZW,4
TW,GH,29
TW,TL,2
TW,CO,126
TW,BI,5
TW,BF,14
TW,JO,62
TW,RW,24
TW,BJ,4
TW,SN,14
TW,ML,53
TW,GE,10
TW,PE,69
TW,GT,21
TW,DO,5
TW,LB,146
TW,HT,8
TW,TG,16
TW,EC,61
TW,HN,24
TW,AM,120
TW,AL,13
TW,SL,41
TW,CR,3
TW,LS,1
TW,BO,45
TW,LR,31
TW,NI,92
TW,SV,197
TW,PY,55
TW,WS,27
TZ,ZA,12
TZ,KE,3
TZ,UG,3
TZ,NG,1
TZ,RW,1
TZ,ZW,1
TZ,MZ,1
TZ,YE,1
TZ,PK,4
TZ,CM,1
TZ,GH,1
TZ,VN,3
TZ,UA,2
TZ,BF,2
TZ,ML,1
TZ,BJ,2
TZ,SN,1
TZ,TG,2
TZ,LB,1
TZ,AZ,2
TZ,CO,1
TZ,TJ,3
TZ,KH,6
TZ,PE,2
TZ,SL,3
TZ,KG,1
TZ,LR,1
TZ,GE,1
TZ,AL,1
TZ,DO,1
TZ,HT,1
TZ,SV,2
TZ,PA,1
TZ,WS,3
UA,PK,2
UA,JO,2
UA,AL,1
UA,YE,1
UA,LB,1
UA,GE,7
UA,UG,6
UA,PH,10
UA,CO,3
UA,RW,3
UA,KH,1
UA,TG,1
UA,PE,1
UA,LR,1
UA,BO,1
UA,SV,2
UA,NI,2
UG,MZ,11
UG,TJ,2
UG,SV,1
UG,TL,4
US,CO,14196
US,HT,2062
US,DO,2874
US,GT,6316
US,EG,695
US,PK,20451
US,HN,7971
US,CD,2261
US,UA,2901
US,PA,80
US,EC,16244
US,CI,202
US,PE,46254
US,ZA,336
US,MR,1
US,CR,2445
US,SV,29158
US,NI,22957
US,IQ,2001
US,CL,448
US,TD,54
US,MM,833
US,VN,10097
US,BF,1445
US,SN,5808
US,AF,1562
US,GH,11936
US,ML,6477
US,TZ,8270
US,CM,2095
US,PH,127870
US,NP,988
US,YE,1947
US,LK,54
US,BO,12812
US,UG,21387
US,BG,241
US,SO,123
US,MZ,3066
US,ZM,408
US,BJ,2987
US,MG,1691
US,SL,7076
US,BZ,95
US,ZW,2490
US,BI,903
US,JO,4341
US,PY,12934
US,AZ,6130
US,BA,477
US,TG,8414
US,MD,329
US,LR,4946
US,RW,8364
US,NA,3
US,CG,520
US,AL,1233
US,SR,136
US,LB,9325
US,TJ,20670
US,KG,5191
US,KH,37323
US,GE,2922
US,VC,8
US,AM,5372
US,MN,5400
US,BT,1
US,LS,142
US,VU,2
US,TL,1276
US,SB,249
US,WS,7959
UY,PY,1
UY,NG,1
UY,PE,1
UY,MX,1
UY,CO,1
UY,EC,1
UY,PK,1
UY,GH,2
UY,MZ,1
UY,SN,1
UY,KE,11
UY,HN,1
UY,PH,8
UY,SV,2
UY,RW,1
UY,KH,1
UY,LB,2
UY,TJ,2
UY,AM,1
UZ,TJ,1
UZ,UG,1
UZ,KH,1
VE,CO,5
VE,MX,1
VE,EC,11
VE,NG,1
VE,PE,19
VE,BO,3
VE,NI,5
VE,CD,1
VE,SV,5
VE,ID,1
VE,GH,1
VE,SN,4
VE,KE,7
VE,UG,21
VE,PH,28
VE,SL,5
VE,ZM,1
VE,LB,1
VE,KH,2
VE,TJ,3
VE,KG,2
VN,KH,44
VN,PK,3
VN,YE,1
VN,MG,1
VN,UG,5
VN,MZ,1
VN,TJ,2
VN,AZ,1
VN,ZW,1
VN,GH,3
VN,RW,1
VN,CO,1
VN,TL,1
VN,BF,1
VN,LB,1
VN,ML,3
VN,BJ,1
VN,SN,3
VN,TG,4
VN,SL,3
VN,HN,2
VN,BO,2
VN,LR,6
VN,SV,3
VN,NI,3
VU,PH,123
VU,MX,1
VU,CO,1
VU,KE,6
VU,PE,6
VU,UG,8
VU,CL,1
VU,EC,5
VU,HN,1
VU,BO,2
VU,NI,1
VU,RW,4
VU,SV,4
VU,LB,1
VU,PY,7
ZA,IN,1
ZA,ZW,3
ZA,ZM,2
ZA,CD,2
ZA,MW,1
ZA,NG,4
ZA,BI,2
ZA,RW,8
ZA,MG,2
ZA,PK,7
ZA,MZ,18
ZA,KE,114
ZA,UG,56
ZA,CM,2
ZA,VN,2
ZA,YE,2
ZA,GH,11
ZA,TH,1
ZA,IQ,3
ZA,UA,1
ZA,ML,2
ZA,MX,3
ZA,BJ,3
ZA,JO,6
ZA,TG,5
ZA,AZ,4
ZA,CO,5
ZA,SN,15
ZA,TJ,8
ZA,SL,13
ZA,KH,10
ZA,LR,3
ZA,PE,21
ZA,LB,5
ZA,MD,1
ZA,AM,3
ZA,EC,5
ZA,BO,9
ZA,PY,4
ZA,GT,6
ZA,GE,2
ZA,HN,4
ZA,CR,1
ZA,NI,11
ZA,SV,12
ZA,TL,1
ZA,WS,3
ZM,MW,1
ZM,IN,2
ZM,MZ,1
ZM,KE,3
ZM,PH,1
ZM,KH,2
ZW,NG,1
ZW,UG,1
ZW,KH,1
JO,,
PH,,
CO,,
IN,,
PK,,
IQ,,
EG,,
TR,,
AF,,
YE,,
ID,,
NP,,
UA,,
MM,,
TZ,,
NG,,
CD,,
US,,
AZ,,
VN,,
KE,,
BR,,
UG,,
JO,,
TJ,,
MW,,
PH,,
LB,,
ZM,,
MG,,
GE,,
BI,,
CM,,
MZ,,
RW,,
KG,,
GH,,
MX,,
BF,,
AM,,
ZW,,
LA,,
KH,,
ML,,
BJ,,
SN,,
AL,,
CO,,
CG,,
TG,,
SL,,
MN,,
PE,,
LR,,
DO,,
HT,,
GT,,
LS,,
EC,,
BO,,
HN,,
CR,,
PY,,
SV,,
NI,,
TL,,
SB,,
WS,,
PK,,
TJ,,
KG,,
VN,,
UA,,
AZ,,
PH,,
KE,,
UG,,
JO,,
GE,,
AM,,
KH,,
MX,,
MZ,,
ZW,,
RW,,
GH,,
ML,,
MN,,
CO,,
SN,,
BJ,,
TG,,
GT,,
PE,,
LR,,
EC,,
BO,,
HN,,
PY,,
NI,,
SV,,
PK,,
IQ,,
JO,,
KE,,
UG,,
AZ,,
PH,,
ZM,,
PE,,
GT,,
EC,,
UA,,
NG,,
LB,,
PH,,
GH,,
KH,,
SV,,
IN,,
CM,,
UG,,
GH,,
KE,,
MX,,
PE,,
CL,,
US,,
PY,,
PE,,
NG,,
MX,,
BO,,
CO,,
ID,,
EG,,
EC,,
PK,,
GH,,
TZ,,
GT,,
ML,,
SN,,
UG,,
UA,,
HT,,
VN,,
KE,,
HN,,
MW,,
YE,,
BJ,,
PH,,
SL,,
NI,,
RW,,
CR,,
TG,,
LR,,
SV,,
JO,,
IL,,
AZ,,
KH,,
LB,,
TJ,,
BA,,
AL,,
GE,,
AM,,
TL,,
IN,,
UA,,
TR,,
EG,,
BA,,
US,,
PK,,
NG,,
IQ,,
AL,,
CD,,
ID,,
AF,,
YE,,
JO,,
TZ,,
BF,,
AZ,,
MM,,
MX,,
CM,,
VN,,
UG,,
LB,,
GH,,
NP,,
KE,,
ML,,
MW,,
SN,,
GE,,
PH,,
BJ,,
BI,,
ZM,,
MZ,,
AM,,
MG,,
RW,,
CO,,
ZW,,
TJ,,
TG,,
CG,,
KG,,
SL,,
DO,,
GT,,
LR,,
PE,,
HT,,
KH,,
LA,,
EC,,
HN,,
BO,,
PA,,
MN,,
CR,,
PY,,
LS,,
NI,,
SV,,
TL,,
SB,,
WS,,
CN,,
IN,,
ID,,
TH,,
BR,,
US,,
VN,,
PH,,
PK,,
MM,,
ZA,,
MX,,
NG,,
LK,,
EG,,
CD,,
TR,,
AF,,
NP,,